name,class,cX,cY,wX,hY,Wraw,Hraw
32x310100501,0,0.587719,0.257722,0.056325,0.048263,3840,2160
32x310100501,0,0.700831,0.357143,0.059095,0.046332,3840,2160
32x310100501,0,0.909972,0.235521,0.054478,0.057915,3840,2160
32x310100501,0,0.95891,0.05695,0.036011,0.1139,3840,2160
32x310100501,0,0.315328,0.718147,0.071099,0.054054,3840,2160
32x310100501,0,0.227608,0.705598,0.054478,0.040541,3840,2160
32x310100501,0,0.122807,0.695946,0.055402,0.052124,3840,2160
32x310100501,4,0.512004,0.456564,0.012004,0.048263,3840,2160
32x310100501,4,0.580794,0.369691,0.020314,0.028958,3840,2160
32x310100501,4,0.767775,0.344595,0.021237,0.021236,3840,2160
32x310100501,4,0.814866,0.309846,0.023084,0.025097,3840,2160
32x310100501,4,0.489381,0.023166,0.01108,0.046332,3840,2160
32x310100501,6,0.306556,0.69112,0.012927,0.023166,3840,2160
32x310100501,6,0.547553,0.493243,0.012927,0.025097,3840,2160
32x310100501,6,0.746076,0.366795,0.01108,0.023166,3840,2160
32x310100501,6,0.878116,0.224903,0.018467,0.025097,3840,2160
32x310100501,6,0.874885,0.248069,0.015697,0.021236,3840,2160
32x310100601,0,0.465836,0.48166,0.024931,0.098456,3840,2160
32x310100601,0,0.579409,0.260618,0.058172,0.03861,3840,2160
32x310100601,0,0.700831,0.358108,0.057248,0.044402,3840,2160
32x310100601,0,0.906741,0.236486,0.057248,0.052124,3840,2160
32x310100601,0,0.955217,0.059846,0.037858,0.11583,3840,2160
32x310100601,0,0.314404,0.722008,0.071099,0.046332,3840,2160
32x310100601,0,0.228532,0.707529,0.060018,0.040541,3840,2160
32x310100601,0,0.123269,0.697876,0.056325,0.048263,3840,2160
32x310100601,4,0.509234,0.80695,0.01385,0.057915,3840,2160
32x310100601,4,0.489381,0.15444,0.012927,0.050193,3840,2160
32x310100601,4,0.533241,0.07529,0.01385,0.050193,3840,2160
32x310100601,4,0.842105,0.324324,0.025854,0.030888,3840,2160
32x310100601,4,0.874423,0.279923,0.031394,0.030888,3840,2160
32x310100601,4,0.76916,0.346525,0.031394,0.028958,3840,2160
32x310100601,6,0.750231,0.380309,0.015697,0.030888,3840,2160
32x310100601,6,0.554478,0.40251,0.01385,0.028958,3840,2160
32x310100601,6,0.302862,0.694015,0.014774,0.025097,3840,2160
32x310100601,6,0.877655,0.226834,0.015697,0.017375,3840,2160
32x310100601,6,0.878578,0.247104,0.019391,0.023166,3840,2160
32x310100701,0,0.464912,0.477799,0.021237,0.102317,3840,2160
32x310100701,0,0.579871,0.261583,0.055402,0.03668,3840,2160
32x310100701,0,0.700831,0.359073,0.059095,0.046332,3840,2160
32x310100701,0,0.907202,0.232625,0.056325,0.055985,3840,2160
32x310100701,0,0.954755,0.061776,0.035088,0.119691,3840,2160
32x310100701,0,0.313943,0.723938,0.073869,0.050193,3840,2160
32x310100701,0,0.228532,0.706564,0.056325,0.042471,3840,2160
32x310100701,0,0.123269,0.696911,0.058172,0.050193,3840,2160
32x310100701,4,0.532318,0.265444,0.01385,0.044402,3840,2160
32x310100701,4,0.489381,0.167954,0.012927,0.050193,3840,2160
32x310100701,4,0.677747,0.254826,0.025854,0.027027,3840,2160
32x310100701,4,0.767775,0.34556,0.021237,0.027027,3840,2160
32x310100701,6,0.592336,0.361969,0.012004,0.028958,3840,2160
32x310100701,6,0.87627,0.228764,0.01662,0.017375,3840,2160
32x310100701,6,0.878578,0.25,0.021237,0.021236,3840,2160
32x310100701,6,0.302862,0.694981,0.018467,0.027027,3840,2160
32x310100701,6,0.750231,0.376448,0.012004,0.027027,3840,2160
32x310100801,0,0.464912,0.477799,0.021237,0.102317,3840,2160
32x310100801,0,0.518006,0.369691,0.040628,0.098456,3840,2160
32x310100801,0,0.701754,0.357143,0.057248,0.046332,3840,2160
32x310100801,0,0.908587,0.23166,0.055402,0.057915,3840,2160
32x310100801,0,0.95891,0.05888,0.034164,0.117761,3840,2160
32x310100801,0,0.313943,0.722973,0.072022,0.052124,3840,2160
32x310100801,0,0.22807,0.703668,0.060942,0.040541,3840,2160
32x310100801,0,0.121884,0.696911,0.057248,0.054054,3840,2160
32x310100801,4,0.496768,0.092664,0.012927,0.057915,3840,2160
32x310100801,4,0.490305,0.166988,0.01108,0.048263,3840,2160
32x310100801,4,0.540166,0.050193,0.01108,0.046332,3840,2160
32x310100801,4,0.593721,0.275097,0.025854,0.03668,3840,2160
32x310100801,4,0.76639,0.346525,0.022161,0.021236,3840,2160
32x310100801,6,0.750693,0.371622,0.01108,0.032819,3840,2160
32x310100801,6,0.640813,0.339768,0.014774,0.030888,3840,2160
32x310100801,6,0.303324,0.694015,0.01385,0.025097,3840,2160
32x310100801,6,0.878116,0.25,0.020314,0.017375,3840,2160
32x310100801,6,0.87904,0.227799,0.01662,0.023166,3840,2160
32x310100901,0,0.464912,0.478764,0.021237,0.096525,3840,2160
32x310100901,0,0.701754,0.361969,0.059095,0.052124,3840,2160
32x310100901,0,0.907664,0.237452,0.062789,0.054054,3840,2160
32x310100901,0,0.956602,0.064672,0.036934,0.125483,3840,2160
32x310100901,0,0.313943,0.726834,0.072022,0.048263,3840,2160
32x310100901,0,0.22807,0.706564,0.059095,0.042471,3840,2160
32x310100901,0,0.120499,0.696911,0.058172,0.050193,3840,2160
32x310100901,0,0.457064,0.730695,0.048015,0.098456,3840,2160
32x310100901,4,0.516159,0.733591,0.012927,0.046332,3840,2160
32x310100901,4,0.493536,0.324324,0.015697,0.050193,3840,2160
32x310100901,4,0.558172,0.372587,0.019391,0.042471,3840,2160
32x310100901,4,0.577101,0.311776,0.025854,0.03668,3840,2160
32x310100901,4,0.767313,0.34556,0.022161,0.023166,3840,2160
32x310100901,6,0.304709,0.701737,0.01662,0.028958,3840,2160
32x310100901,6,0.692982,0.32529,0.012004,0.021236,3840,2160
32x310100901,6,0.756694,0.3639,0.012004,0.025097,3840,2160
32x310100901,6,0.877655,0.248069,0.021237,0.021236,3840,2160
32x310100901,6,0.878116,0.227799,0.018467,0.019305,3840,2160
32x310101001,0,0.463989,0.482625,0.024931,0.100386,3840,2160
32x310101001,0,0.311173,0.723938,0.073869,0.042471,3840,2160
32x310101001,0,0.305633,0.784749,0.057248,0.040541,3840,2160
32x310101001,0,0.2253,0.702703,0.057248,0.050193,3840,2160
32x310101001,0,0.120499,0.696911,0.056325,0.057915,3840,2160
32x310101001,0,0.701754,0.357143,0.059095,0.046332,3840,2160
32x310101001,0,0.909972,0.236486,0.054478,0.059846,3840,2160
32x310101001,0,0.955217,0.060811,0.034164,0.121622,3840,2160
32x310101001,4,0.474608,0.844595,0.01662,0.055985,3840,2160
32x310101001,4,0.51108,0.460425,0.017544,0.052124,3840,2160
32x310101001,4,0.554017,0.389961,0.022161,0.046332,3840,2160
32x310101001,4,0.801016,0.300193,0.028624,0.032819,3840,2160
32x310101001,4,0.767313,0.349421,0.024007,0.030888,3840,2160
32x310101001,6,0.757156,0.3639,0.014774,0.028958,3840,2160
32x310101001,6,0.744229,0.323359,0.014774,0.028958,3840,2160
32x310101001,6,0.880425,0.249035,0.021237,0.027027,3840,2160
32x310101001,6,0.88181,0.228764,0.020314,0.025097,3840,2160
32x310101001,6,0.302401,0.695946,0.015697,0.025097,3840,2160
32x310101101,0,0.088643,0.772201,0.057248,0.046332,3840,2160
32x310101101,0,0.121422,0.700772,0.054478,0.050193,3840,2160
32x310101101,0,0.226685,0.704633,0.058172,0.046332,3840,2160
32x310101101,0,0.312558,0.728764,0.069252,0.048263,3840,2160
32x310101101,0,0.465374,0.482625,0.027701,0.100386,3840,2160
32x310101101,0,0.700369,0.358108,0.060018,0.040541,3840,2160
32x310101101,0,0.905817,0.237452,0.055402,0.054054,3840,2160
32x310101101,0,0.959372,0.060811,0.038781,0.121622,3840,2160
32x310101101,4,0.7747,0.28861,0.025854,0.028958,3840,2160
32x310101101,4,0.765005,0.344595,0.026777,0.025097,3840,2160
32x310101101,6,0.792705,0.338803,0.01385,0.032819,3840,2160
32x310101101,6,0.753463,0.379344,0.012927,0.028958,3840,2160
32x310101101,6,0.301016,0.697876,0.018467,0.028958,3840,2160
32x310101101,6,0.881348,0.247104,0.019391,0.023166,3840,2160
32x310101101,6,0.879501,0.226834,0.021237,0.021236,3840,2160
32x310101201,0,0.117729,0.694015,0.054478,0.052124,3840,2160
32x310101201,0,0.224838,0.703668,0.058172,0.044402,3840,2160
32x310101201,0,0.311173,0.719112,0.070175,0.040541,3840,2160
32x310101201,0,0.5,0.846525,0.024931,0.094595,3840,2160
32x310101201,0,0.463527,0.48166,0.025854,0.102317,3840,2160
32x310101201,0,0.700369,0.355212,0.060018,0.046332,3840,2160
32x310101201,0,0.906279,0.234556,0.058172,0.055985,3840,2160
32x310101201,0,0.958449,0.062741,0.029548,0.1139,3840,2160
32x310101201,4,0.694367,0.313707,0.027701,0.025097,3840,2160
32x310101201,6,0.752078,0.374517,0.01385,0.027027,3840,2160
32x310101201,6,0.301939,0.697876,0.012927,0.032819,3840,2160
32x310101201,6,0.879501,0.245174,0.019391,0.023166,3840,2160
32x310101201,6,0.880425,0.223938,0.017544,0.019305,3840,2160
32x310101301,0,0.524931,0.183398,0.024931,0.104247,3840,2160
32x310101301,0,0.465374,0.476834,0.022161,0.100386,3840,2160
32x310101301,0,0.703139,0.357143,0.058172,0.046332,3840,2160
32x310101301,0,0.908587,0.233591,0.059095,0.057915,3840,2160
32x310101301,0,0.957987,0.064672,0.036011,0.125483,3840,2160
32x310101301,0,0.313481,0.722973,0.074792,0.048263,3840,2160
32x310101301,0,0.226223,0.708494,0.059095,0.042471,3840,2160
32x310101301,0,0.118652,0.696911,0.054478,0.050193,3840,2160
32x310101301,4,0.582641,0.271236,0.025854,0.028958,3840,2160
32x310101301,6,0.739612,0.375483,0.009234,0.025097,3840,2160
32x310101301,6,0.883195,0.246139,0.019391,0.021236,3840,2160
32x310101301,6,0.882271,0.223938,0.021237,0.023166,3840,2160
32x310101301,6,0.301939,0.695946,0.014774,0.028958,3840,2160
32x310101401,0,0.464451,0.482625,0.027701,0.104247,3840,2160
32x310101401,0,0.702678,0.358108,0.059095,0.044402,3840,2160
32x310101401,0,0.908126,0.235521,0.060018,0.057915,3840,2160
32x310101401,0,0.959834,0.057915,0.036011,0.108108,3840,2160
32x310101401,0,0.312558,0.724903,0.074792,0.048263,3840,2160
32x310101401,0,0.224838,0.704633,0.058172,0.046332,3840,2160
32x310101401,0,0.119114,0.699807,0.057248,0.059846,3840,2160
32x310101401,4,0.482456,0.666023,0.015697,0.054054,3840,2160
32x310101401,6,0.717452,0.397683,0.018467,0.027027,3840,2160
32x310101401,6,0.882733,0.246139,0.018467,0.021236,3840,2160
32x310101401,6,0.881348,0.222973,0.021237,0.021236,3840,2160
32x310101401,6,0.299169,0.700772,0.01662,0.027027,3840,2160
32x310101501,0,0.464451,0.477799,0.024007,0.094595,3840,2160
32x310101501,0,0.700369,0.358108,0.058172,0.044402,3840,2160
32x310101501,0,0.907202,0.233591,0.063712,0.057915,3840,2160
32x310101501,0,0.958449,0.060811,0.035088,0.117761,3840,2160
32x310101501,0,0.310249,0.724903,0.073869,0.052124,3840,2160
32x310101501,0,0.2253,0.707529,0.059095,0.048263,3840,2160
32x310101501,0,0.118652,0.695946,0.058172,0.055985,3840,2160
32x310101501,6,0.880886,0.243243,0.020314,0.023166,3840,2160
32x310101501,6,0.876731,0.221042,0.019391,0.021236,3840,2160
32x310101501,6,0.732225,0.40251,0.020314,0.028958,3840,2160
32x310101501,6,0.301477,0.696911,0.017544,0.027027,3840,2160
32x310101601,0,0.952909,0.064672,0.035088,0.121622,3840,2160
32x310101601,0,0.904432,0.235521,0.061865,0.054054,3840,2160
32x310101601,0,0.698061,0.359073,0.059095,0.046332,3840,2160
32x310101601,0,0.462604,0.482625,0.025854,0.111969,3840,2160
32x310101601,0,0.308864,0.728764,0.071099,0.044402,3840,2160
32x310101601,0,0.223915,0.702703,0.060018,0.054054,3840,2160
32x310101601,0,0.119114,0.700772,0.055402,0.054054,3840,2160
32x310101601,4,0.029086,0.775097,0.032318,0.028958,3840,2160
32x310101601,6,0.729917,0.405405,0.017544,0.030888,3840,2160
32x310101601,6,0.87904,0.243243,0.01662,0.019305,3840,2160
32x310101601,6,0.877655,0.222973,0.017544,0.017375,3840,2160
32x310101601,6,0.298246,0.699807,0.01662,0.021236,3840,2160
32x310101701,0,0.903509,0.239382,0.056325,0.050193,3840,2160
32x310101701,0,0.699446,0.361969,0.056325,0.040541,3840,2160
32x310101701,0,0.951985,0.063707,0.038781,0.127413,3840,2160
32x310101701,0,0.462604,0.485521,0.025854,0.098456,3840,2160
32x310101701,0,0.309326,0.724903,0.079409,0.048263,3840,2160
32x310101701,0,0.224838,0.707529,0.058172,0.044402,3840,2160
32x310101701,0,0.119114,0.703668,0.055402,0.055985,3840,2160
32x310101701,4,0.356879,0.800193,0.030471,0.032819,3840,2160
32x310101701,6,0.729455,0.408301,0.018467,0.028958,3840,2160
32x310101701,6,0.876731,0.249035,0.019391,0.023166,3840,2160
32x310101701,6,0.877655,0.222973,0.021237,0.017375,3840,2160
32x310101701,6,0.299631,0.700772,0.017544,0.023166,3840,2160
32x310101801,0,0.463527,0.476834,0.022161,0.096525,3840,2160
32x310101801,0,0.698061,0.361004,0.060942,0.042471,3840,2160
32x310101801,0,0.9012,0.235521,0.055402,0.057915,3840,2160
32x310101801,0,0.95337,0.066602,0.037858,0.129344,3840,2160
32x310101801,0,0.309326,0.725869,0.073869,0.042471,3840,2160
32x310101801,0,0.223915,0.700772,0.054478,0.042471,3840,2160
32x310101801,0,0.119114,0.695946,0.057248,0.055985,3840,2160
32x310101801,4,0.498153,0.671815,0.015697,0.054054,3840,2160
32x310101801,6,0.731764,0.400579,0.015697,0.025097,3840,2160
32x310101801,6,0.749769,0.329151,0.01108,0.025097,3840,2160
32x310101801,6,0.878116,0.247104,0.018467,0.019305,3840,2160
32x310101801,6,0.87627,0.224903,0.018467,0.025097,3840,2160
32x310101801,6,0.299631,0.696911,0.015697,0.027027,3840,2160
32x310101901,0,0.461219,0.477799,0.023084,0.098456,3840,2160
32x310101901,0,0.699446,0.361004,0.060018,0.046332,3840,2160
32x310101901,0,0.904432,0.236486,0.056325,0.048263,3840,2160
32x310101901,0,0.954294,0.063707,0.036011,0.123552,3840,2160
32x310101901,0,0.309788,0.723938,0.069252,0.054054,3840,2160
32x310101901,0,0.222068,0.706564,0.058172,0.046332,3840,2160
32x310101901,0,0.11819,0.692085,0.059095,0.055985,3840,2160
32x310101901,4,0.648661,0.296332,0.030471,0.028958,3840,2160
32x310101901,6,0.690674,0.321429,0.012927,0.017375,3840,2160
32x310101901,6,0.73084,0.401544,0.017544,0.027027,3840,2160
32x310101901,6,0.878578,0.242278,0.019391,0.021236,3840,2160
32x310101901,6,0.87627,0.221042,0.01662,0.017375,3840,2160
32x310101901,6,0.299169,0.696911,0.014774,0.023166,3840,2160
32x310102001,0,0.463066,0.47973,0.024931,0.102317,3840,2160
32x310102001,0,0.700369,0.358108,0.058172,0.044402,3840,2160
32x310102001,0,0.903509,0.238417,0.060018,0.055985,3840,2160
32x310102001,0,0.953832,0.063707,0.036934,0.111969,3840,2160
32x310102001,0,0.310711,0.723938,0.076639,0.054054,3840,2160
32x310102001,0,0.224838,0.703668,0.058172,0.040541,3840,2160
32x310102001,0,0.120499,0.696911,0.054478,0.054054,3840,2160
32x310102001,6,0.729917,0.400579,0.015697,0.021236,3840,2160
32x310102001,6,0.641736,0.297297,0.01662,0.027027,3840,2160
32x310102001,6,0.880425,0.245174,0.019391,0.027027,3840,2160
32x310102001,6,0.877193,0.222008,0.018467,0.019305,3840,2160
32x310102101,0,0.499538,0.101351,0.025854,0.110039,3840,2160
32x310102101,0,0.462604,0.483591,0.027701,0.098456,3840,2160
32x310102101,0,0.700369,0.355212,0.058172,0.03861,3840,2160
32x310102101,0,0.90397,0.23166,0.068329,0.061776,3840,2160
32x310102101,0,0.955217,0.062741,0.036011,0.125483,3840,2160
32x310102101,0,0.223453,0.705598,0.057248,0.03668,3840,2160
32x310102101,0,0.11819,0.695946,0.059095,0.055985,3840,2160
32x310102101,6,0.73361,0.398649,0.019391,0.028958,3840,2160
32x310102101,6,0.5988,0.222973,0.017544,0.03668,3840,2160
32x310102101,6,0.290859,0.69112,0.014774,0.019305,3840,2160
32x310102101,0,0.310249,0.721042,0.075716,0.059846,3840,2160
32x310102101,6,0.87904,0.242278,0.027701,0.028958,3840,2160
32x310102101,6,0.87627,0.214286,0.027701,0.023166,3840,2160
32x310102201,0,0.499077,0.366795,0.023084,0.108108,3840,2160
32x310102201,0,0.462604,0.47973,0.024007,0.094595,3840,2160
32x310102201,0,0.700369,0.356178,0.058172,0.040541,3840,2160
32x310102201,0,0.906279,0.237452,0.054478,0.054054,3840,2160
32x310102201,0,0.95614,0.065637,0.039705,0.119691,3840,2160
32x310102201,6,0.564174,0.15251,0.012927,0.034749,3840,2160
32x310102201,6,0.293629,0.694015,0.01662,0.021236,3840,2160
32x310102201,6,0.72807,0.40444,0.015697,0.025097,3840,2160
32x310102201,6,0.882271,0.242278,0.021237,0.025097,3840,2160
32x310102201,6,0.88181,0.218147,0.018467,0.019305,3840,2160
32x310102201,0,0.307479,0.723938,0.073869,0.054054,3840,2160
32x310102201,0,0.216066,0.709459,0.072022,0.040541,3840,2160
32x310102201,0,0.117729,0.698842,0.060018,0.054054,3840,2160
32x310102301,6,0.883657,0.243243,0.018467,0.027027,3840,2160
32x310102301,6,0.882271,0.219112,0.019391,0.021236,3840,2160
32x310102301,6,0.743767,0.373552,0.01385,0.032819,3840,2160
32x310102301,6,0.554017,0.059846,0.014774,0.03861,3840,2160
32x310102301,6,0.297784,0.698842,0.021237,0.019305,3840,2160
32x310102301,0,0.307018,0.721042,0.074792,0.052124,3840,2160
32x310102301,0,0.222068,0.699807,0.060018,0.055985,3840,2160
32x310102301,0,0.116343,0.696911,0.059095,0.057915,3840,2160
32x310102301,0,0.462142,0.48166,0.028624,0.106178,3840,2160
32x310102301,0,0.465836,0.805985,0.026777,0.102317,3840,2160
32x310102301,0,0.698523,0.351351,0.058172,0.046332,3840,2160
32x310102301,0,0.911819,0.234556,0.050785,0.059846,3840,2160
32x310102301,0,0.959372,0.05695,0.033241,0.1139,3840,2160
32x310102401,0,0.463066,0.478764,0.023084,0.104247,3840,2160
32x310102401,0,0.701754,0.358108,0.057248,0.044402,3840,2160
32x310102401,0,0.909972,0.234556,0.061865,0.059846,3840,2160
32x310102401,0,0.959372,0.060811,0.036934,0.1139,3840,2160
32x310102401,0,0.22253,0.708494,0.060942,0.042471,3840,2160
32x310102401,0,0.113112,0.699807,0.058172,0.055985,3840,2160
32x310102401,6,0.885503,0.242278,0.01662,0.025097,3840,2160
32x310102401,6,0.88181,0.215251,0.01662,0.025097,3840,2160
32x310102401,6,0.298246,0.700772,0.01662,0.023166,3840,2160
32x310102401,6,0.751616,0.341699,0.012927,0.019305,3840,2160
32x310102401,0,0.308403,0.72973,0.073869,0.046332,3840,2160
32x310102501,0,0.515235,0.521236,0.031394,0.123552,3840,2160
32x310102501,0,0.462142,0.477799,0.024931,0.102317,3840,2160
32x310102501,6,0.880886,0.249035,0.01662,0.027027,3840,2160
32x310102501,6,0.878116,0.222008,0.018467,0.019305,3840,2160
32x310102501,6,0.297322,0.696911,0.014774,0.027027,3840,2160
32x310102501,6,0.728532,0.326255,0.01662,0.019305,3840,2160
32x310102501,0,0.908126,0.234556,0.054478,0.052124,3840,2160
32x310102501,0,0.956602,0.05888,0.036934,0.117761,3840,2160
32x310102501,0,0.309326,0.722973,0.073869,0.055985,3840,2160
32x310102501,0,0.22253,0.703668,0.059095,0.048263,3840,2160
32x310102501,0,0.115882,0.694981,0.058172,0.057915,3840,2160
32x310102501,0,0.699908,0.356178,0.057248,0.048263,3840,2160
32x310102601,0,0.59603,0.305019,0.067405,0.100386,3840,2160
32x310102601,6,0.295476,0.700772,0.014774,0.019305,3840,2160
32x310102601,6,0.703601,0.329151,0.014774,0.021236,3840,2160
32x310102601,6,0.882733,0.247104,0.01662,0.023166,3840,2160
32x310102601,6,0.880886,0.221042,0.018467,0.021236,3840,2160
32x310102601,0,0.701754,0.359073,0.057248,0.03861,3840,2160
32x310102601,0,0.908587,0.234556,0.055402,0.052124,3840,2160
32x310102601,0,0.957064,0.061776,0.036011,0.119691,3840,2160
32x310102601,0,0.461219,0.483591,0.026777,0.106178,3840,2160
32x310102601,0,0.308864,0.722973,0.074792,0.055985,3840,2160
32x310102601,0,0.220683,0.707529,0.062789,0.044402,3840,2160
32x310102601,0,0.113573,0.699807,0.057248,0.055985,3840,2160
32x310102701,6,0.88181,0.244208,0.018467,0.032819,3840,2160
32x310102701,6,0.879501,0.218147,0.017544,0.023166,3840,2160
32x310102701,6,0.684211,0.328185,0.014774,0.034749,3840,2160
32x310102701,6,0.298707,0.696911,0.021237,0.027027,3840,2160
32x310102701,0,0.702216,0.360039,0.058172,0.055985,3840,2160
32x310102701,0,0.772392,0.282819,0.065559,0.063707,3840,2160
32x310102701,0,0.908126,0.237452,0.054478,0.054054,3840,2160
32x310102701,0,0.957064,0.057915,0.036011,0.11583,3840,2160
32x310102701,0,0.309788,0.725869,0.074792,0.042471,3840,2160
32x310102701,0,0.222992,0.705598,0.058172,0.040541,3840,2160
32x310102701,0,0.115882,0.696911,0.054478,0.050193,3840,2160
32x310102701,0,0.463066,0.480695,0.024931,0.108108,3840,2160
32x310102801,6,0.299169,0.695946,0.022161,0.017375,3840,2160
32x310102801,6,0.668975,0.326255,0.01385,0.023166,3840,2160
32x310102801,6,0.879501,0.244208,0.023084,0.028958,3840,2160
32x310102801,6,0.878116,0.216216,0.020314,0.019305,3840,2160
32x310102801,0,0.701293,0.353282,0.052632,0.046332,3840,2160
32x310102801,0,0.957525,0.062741,0.033241,0.117761,3840,2160
32x310102801,0,0.463527,0.47973,0.029548,0.098456,3840,2160
32x310102801,0,0.308403,0.722008,0.072022,0.046332,3840,2160
32x310102801,0,0.222068,0.700772,0.061865,0.046332,3840,2160
32x310102801,0,0.114497,0.695946,0.057248,0.052124,3840,2160
32x310102801,0,0.911357,0.234556,0.053555,0.048263,3840,2160
32x310102801,6,0.860572,0.333012,0.018467,0.017375,3840,2160
32x310102801,6,0.57156,0.087838,0.007387,0.025097,3840,2160
32x310102901,0,0.462142,0.48166,0.024931,0.102317,3840,2160
32x310102901,6,0.873038,0.255792,0.015697,0.025097,3840,2160
